ind,Zipcode,Score,City,County,Lat,Long,State,id,CountyScore
22319,30436,3,Lyons,Toombs County,32.2,-82.3,Georgia,13279,192.0
22320,30240,3,Lagrange,Troup County,33.0,-85.1,Georgia,13285,422.0
22321,30458,3,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22322,30540,3,Ellijay,Gilmer County,34.7,-84.5,Georgia,13123,123.0
22323,31793,3,Tifton,Tift County,31.5,-83.6,Georgia,13277,244.0
22324,31313,3,Hinesville,Liberty County,31.9,-81.6,Georgia,13179,318.0
22325,30753,3,Trion,Chattooga County,34.59,-85.28,Georgia,13055,124.0
22326,30738,3,Rising Fawn,Dade County,34.8,-85.5,Georgia,13083,48.0
22327,31907,2,Columbus,Muscogee County,32.48,-84.87,Georgia,13215,1423.0
22328,30004,3,Alpharetta,Fulton County,34.14,-84.29,Georgia,13121,3344.0
22329,30168,3,Austell,Cobb County,33.78,-84.59,Georgia,13067,1490.0
22330,30458,2,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22331,30013,3,Conyers,Rockdale County,33.64,-83.97,Georgia,13247,294.0
22332,30228,3,Hampton,Henry County,33.41,-84.3,Georgia,13151,847.0
22333,30331,3,Atlanta,Fulton County,33.72,-84.56,Georgia,13121,3344.0
22334,39823,3,Blakely,Early County,31.3,-84.9,Georgia,13099,7.0
22335,30314,3,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,3344.0
22336,30179,3,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22337,31404,3,Savannah,Chatham County,32.05,-81.03,Georgia,13051,1144.0
22338,30240,3,Lagrange,Troup County,33.0,-85.1,Georgia,13285,422.0
22339,31406,3,Savannah,Chatham County,31.97,-81.08,Georgia,13051,1144.0
22340,31567,3,West Green,Coffee County,31.62,-82.7,Georgia,13069,440.0
22341,31404,3,Savannah,Chatham County,32.05,-81.03,Georgia,13051,1144.0
22342,30360,3,Atlanta,DeKalb County,33.93,-84.26,Georgia,13089,2707.0
22343,30512,3,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
22344,31092,3,Vienna,Dooly County,32.1,-83.8,Georgia,13093,29.0
22345,30315,3,Atlanta,Fulton County,33.7,-84.38,Georgia,13121,3344.0
22346,30102,3,Acworth,Cherokee County,34.11,-84.63,Georgia,13057,466.0
22347,31520,3,Brunswick,Glynn County,31.18,-81.48,Georgia,13127,338.0
22348,30002,3,Avondale Estates,DeKalb County,33.77,-84.26,Georgia,13089,2707.0
22349,30002,3,Avondale Estates,DeKalb County,33.77,-84.26,Georgia,13089,2707.0
22350,30301,3,Atlanta,Fulton County,,,Georgia,13121,3344.0
22351,30066,3,Marietta,Cobb County,34.02,-84.5,Georgia,13067,1490.0
22352,30141,3,Hiram,Paulding County,33.86,-84.76,Georgia,13223,314.0
22353,30753,1,Trion,Chattooga County,34.59,-85.28,Georgia,13055,124.0
22354,30907,1,Augusta,Columbia County,33.53,-82.09,Georgia,13073,357.0
22355,30450,1,Portal,Bulloch County,32.56,-81.94,Georgia,13031,591.0
22356,31701,1,Albany,Dougherty County,31.58,-84.15,Georgia,13095,669.0
22357,31326,2,Rincon,Effingham County,32.3,-81.2,Georgia,13103,192.0
22358,30301,3,Atlanta,Fulton County,,,Georgia,13121,3344.0
22359,30680,1,Winder,Barrow County,34.0,-83.7,Georgia,13013,215.0
22360,30096,1,Duluth,Gwinnett County,33.98,-84.15,Georgia,13135,1436.0
22361,31516,1,Blackshear,Pierce County,31.3,-82.2,Georgia,13229,57.0
22362,30301,1,Atlanta,Fulton County,,,Georgia,13121,3344.0
22363,30157,1,Dallas,Paulding County,33.9,-84.9,Georgia,13223,314.0
22364,30096,1,Duluth,Gwinnett County,33.98,-84.15,Georgia,13135,1436.0
22365,31002,1,Adrian,Emanuel County,32.6,-82.6,Georgia,13107,248.0
22366,30458,1,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22367,30830,1,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22368,30601,1,Athens,Clarke County,34.0,-83.35,Georgia,13059,490.0
22369,30141,3,Hiram,Paulding County,33.86,-84.76,Georgia,13223,314.0
22370,30045,1,Lawrenceville,Gwinnett County,33.93,-83.92,Georgia,13135,1436.0
22371,30560,1,Morganton,Fannin County,34.9,-84.2,Georgia,13111,54.0
22372,31331,1,Townsend,McIntosh County,31.5,-81.4,Georgia,13191,47.0
22373,31534,3,Douglas,Coffee County,,,Georgia,13069,440.0
22374,30030,1,Decatur,DeKalb County,33.77,-84.29,Georgia,13089,2707.0
22375,30830,1,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22376,30458,1,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22377,31907,1,Columbus,Muscogee County,32.48,-84.87,Georgia,13215,1423.0
22378,30143,1,Jasper,Pickens County,34.5,-84.4,Georgia,13227,90.0
22379,30680,1,Winder,Barrow County,34.0,-83.7,Georgia,13013,215.0
22380,30558,1,Maysville,Jackson County,34.3,-83.6,Georgia,13157,116.0
22381,30253,1,Mcdonough,Henry County,33.45,-84.19,Georgia,13151,847.0
22382,30176,3,Tallapoosa,Haralson County,33.8,-85.3,Georgia,13143,117.0
22383,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22384,30153,1,Rockmart,Polk County,34.0,-85.1,Georgia,13233,233.0
22385,30830,3,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22386,30110,2,Bremen,Haralson County,33.7,-85.2,Georgia,13143,117.0
22387,30064,1,Marietta,Cobb County,33.93,-84.62,Georgia,13067,1490.0
22388,30004,1,Alpharetta,Fulton County,34.14,-84.29,Georgia,13121,3344.0
22389,30043,1,Lawrenceville,Gwinnett County,34.01,-84.01,Georgia,13135,1436.0
22390,30187,1,Winston,Douglas County,33.7,-84.8,Georgia,13097,550.0
22391,30302,1,Atlanta,Fulton County,,,Georgia,13121,3344.0
22392,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22393,30909,1,Augusta,Richmond County,33.48,-82.1,Georgia,13245,1156.0
22394,30301,3,Atlanta,Fulton County,,,Georgia,13121,3344.0
22395,30236,1,Jonesboro,Clayton County,33.53,-84.33,Georgia,13063,1509.0
22396,30117,1,Carrollton,Carroll County,33.6,-85.1,Georgia,13045,518.0
22397,30341,1,Atlanta,DeKalb County,33.89,-84.28,Georgia,13089,2707.0
22398,30238,1,Jonesboro,Clayton County,33.5,-84.38,Georgia,13063,1509.0
22399,30461,1,Statesboro,Bulloch County,32.5,-81.7,Georgia,13031,591.0
22400,30064,1,Marietta,Cobb County,33.93,-84.62,Georgia,13067,1490.0
22401,30180,3,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22402,30117,1,Carrollton,Carroll County,33.6,-85.1,Georgia,13045,518.0
22403,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22404,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22405,30180,3,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22406,30117,3,Carrollton,Carroll County,33.6,-85.1,Georgia,13045,518.0
22407,30314,3,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,3344.0
22408,30504,1,Gainesville,Hall County,34.27,-83.89,Georgia,13139,386.0
22409,30316,1,Atlanta,DeKalb County,33.74,-84.34,Georgia,13089,2707.0
22410,31523,1,Brunswick,Glynn County,31.2,-81.6,Georgia,13127,338.0
22411,31408,1,Savannah,Chatham County,32.12,-81.18,Georgia,13051,1144.0
22412,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
22413,30180,3,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22414,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
22415,30458,1,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22416,30125,1,Cedartown,Polk County,34.0,-85.3,Georgia,13233,233.0
22417,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22418,31787,1,Smithville,Lee County,31.9,-84.2,Georgia,13177,63.0
22419,30312,1,Atlanta,Fulton County,33.74,-84.38,Georgia,13121,3344.0
22420,30650,1,Madison,Morgan County,33.6,-83.4,Georgia,13211,106.0
22421,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
22422,31204,1,Macon,Bibb County,32.86,-83.67,Georgia,13021,854.0
22423,30058,1,Lithonia,DeKalb County,33.74,-84.1,Georgia,13089,2707.0
22424,39819,1,Bainbridge,Decatur County,30.9,-84.6,Georgia,13087,175.0
22425,31523,1,Brunswick,Glynn County,31.2,-81.6,Georgia,13127,338.0
22426,30021,1,Clarkston,DeKalb County,33.81,-84.24,Georgia,13089,2707.0
22427,30012,1,Conyers,Rockdale County,33.72,-84.01,Georgia,13247,294.0
22428,30311,1,Atlanta,Fulton County,33.73,-84.47,Georgia,13121,3344.0
22429,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22430,31705,1,Albany,Dougherty County,31.5,-84.0,Georgia,13095,669.0
22431,30474,1,Vidalia,Toombs County,32.2,-82.4,Georgia,13279,192.0
22432,30060,1,Marietta,Cobb County,33.93,-84.54,Georgia,13067,1490.0
22433,30534,1,Dawsonville,Dawson County,34.5,-84.1,Georgia,13085,92.0
22434,31326,1,Rincon,Effingham County,32.3,-81.2,Georgia,13103,192.0
22435,31903,1,Columbus,Muscogee County,32.41,-84.95,Georgia,13215,1423.0
22436,30263,1,Newnan,Coweta County,33.4,-84.9,Georgia,13077,198.0
22437,30014,1,Covington,Newton County,33.6,-83.8,Georgia,13217,619.0
22438,30165,1,Rome,Floyd County,34.3,-85.3,Georgia,13115,379.0
22439,30263,1,Newnan,Coweta County,33.4,-84.9,Georgia,13077,198.0
22440,30467,1,Sylvania,Screven County,32.7,-81.6,Georgia,13251,76.0
22441,30339,1,Atlanta,Cobb County,33.87,-84.45,Georgia,13067,1490.0
22442,31331,1,Townsend,McIntosh County,31.5,-81.4,Georgia,13191,47.0
22443,31216,1,Macon,Bibb County,32.73,-83.69,Georgia,13021,854.0
22444,31750,1,Fitzgerald,Ben Hill County,31.7,-83.2,Georgia,13017,195.0
22445,30311,1,Atlanta,Fulton County,33.73,-84.47,Georgia,13121,3344.0
22446,31419,1,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1144.0
22447,30740,1,Rocky Face,Whitfield County,34.76,-85.09,Georgia,13313,286.0
22448,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
22449,30025,1,Social Circle,Walton County,33.6,-83.7,Georgia,13297,541.0
22450,30342,1,Atlanta,Fulton County,33.88,-84.38,Georgia,13121,3344.0
22451,31324,1,Richmond Hill,Bryan County,31.9,-81.3,Georgia,13029,62.0
22452,30038,1,Lithonia,DeKalb County,33.66,-84.14,Georgia,13089,2707.0
22453,30421,1,Collins,Tattnall County,32.2,-82.1,Georgia,13267,43.0
22454,30344,1,Atlanta,Fulton County,33.68,-84.44,Georgia,13121,3344.0
22455,30004,1,Alpharetta,Fulton County,34.14,-84.29,Georgia,13121,3344.0
22456,30132,3,Dallas,Paulding County,34.0,-84.9,Georgia,13223,314.0
22457,30117,1,Carrollton,Carroll County,33.6,-85.1,Georgia,13045,518.0
22458,31705,1,Albany,Dougherty County,31.5,-84.0,Georgia,13095,669.0
22459,30314,1,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,3344.0
22460,30549,1,Jefferson,Jackson County,34.1,-83.6,Georgia,13157,116.0
22461,31749,1,Enigma,Berrien County,31.4,-83.33,Georgia,13019,70.0
22462,31093,1,Warner Robins,Houston County,32.65,-83.65,Georgia,13153,671.0
22463,30528,1,Cleveland,White County,34.6,-83.8,Georgia,13311,132.0
22464,30126,1,Mableton,Cobb County,33.82,-84.55,Georgia,13067,1490.0
22465,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
22466,31061,1,Milledgeville,Baldwin County,33.1,-83.2,Georgia,13009,179.0
22467,30080,1,Smyrna,Cobb County,33.87,-84.5,Georgia,13067,1490.0
22468,31061,1,Milledgeville,Baldwin County,33.1,-83.2,Georgia,13009,179.0
22469,31503,1,Waycross,Ware County,31.1,-82.4,Georgia,13299,217.0
22470,30179,1,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22471,30458,3,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22472,39828,1,Cairo,Grady County,30.8,-84.2,Georgia,13131,162.0
22473,30286,1,Thomaston,Upson County,32.9,-84.3,Georgia,13293,87.0
22474,30314,1,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,3344.0
22475,30071,1,Norcross,Gwinnett County,33.94,-84.21,Georgia,13135,1436.0
22476,30035,1,Decatur,DeKalb County,33.73,-84.2,Georgia,13089,2707.0
22477,31719,1,Americus,Sumter County,32.0,-84.3,Georgia,13261,244.0
22478,30815,1,Hephzibah,Richmond County,33.3,-82.1,Georgia,13245,1156.0
22479,31904,1,Columbus,Muscogee County,32.54,-85.01,Georgia,13215,1423.0
22480,30135,1,Douglasville,Douglas County,33.7,-84.7,Georgia,13097,550.0
22481,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22482,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22483,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22484,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22485,30040,1,Cumming,Forsyth County,34.2,-84.2,Georgia,13117,155.0
22486,30331,1,Atlanta,Fulton County,33.72,-84.56,Georgia,13121,3344.0
22487,30339,1,Atlanta,Cobb County,33.87,-84.45,Georgia,13067,1490.0
22488,30296,1,Riverdale,Clayton County,33.56,-84.45,Georgia,13063,1509.0
22489,31419,1,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1144.0
22490,30043,1,Lawrenceville,Gwinnett County,34.01,-84.01,Georgia,13135,1436.0
22491,30291,3,Union City,Fulton County,33.57,-84.54,Georgia,13121,3344.0
22492,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22493,30238,3,Jonesboro,Clayton County,33.5,-84.38,Georgia,13063,1509.0
22494,30755,1,Tunnel Hill,Whitfield County,34.86,-85.04,Georgia,13313,286.0
22495,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
22496,30189,1,Woodstock,Cherokee County,34.13,-84.57,Georgia,13057,466.0
22497,31792,1,Thomasville,Thomas County,30.8,-84.1,Georgia,13275,198.0
22498,30041,1,Cumming,Forsyth County,34.2,-84.1,Georgia,13117,155.0
22499,31553,1,Nahunta,Brantley County,31.2,-82.0,Georgia,13025,45.0
22500,30314,1,Atlanta,Fulton County,33.76,-84.43,Georgia,13121,3344.0
22501,31520,1,Brunswick,Glynn County,31.18,-81.48,Georgia,13127,338.0
22502,31404,1,Savannah,Chatham County,32.05,-81.03,Georgia,13051,1144.0
22503,30134,3,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22504,30179,1,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22505,30179,1,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22506,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22507,30083,1,Stone Mountain,DeKalb County,33.79,-84.2,Georgia,13089,2707.0
22508,30701,1,Calhoun,Gordon County,34.5,-85.0,Georgia,13129,207.0
22509,31635,1,Lakeland,Lanier County,31.1,-83.1,Georgia,13173,17.0
22510,30410,1,Ailey,Montgomery County,32.2,-82.5,Georgia,13209,43.0
22511,30052,1,Loganville,Walton County,33.8,-83.9,Georgia,13297,541.0
22512,30533,1,Dahlonega,Lumpkin County,34.5,-84.0,Georgia,13187,80.0
22513,31757,1,Thomasville,Thomas County,30.9,-83.9,Georgia,13275,198.0
22514,30241,1,Lagrange,Troup County,33.0,-85.0,Georgia,13285,422.0
22515,30312,3,Atlanta,Fulton County,33.74,-84.38,Georgia,13121,3344.0
22516,30318,3,Atlanta,Fulton County,33.79,-84.44,Georgia,13121,3344.0
22517,31820,1,Midland,Muscogee County,32.55,-84.84,Georgia,13215,1423.0
22518,31308,3,Ellabell,Bryan County,32.2,-81.5,Georgia,13029,62.0
22519,31907,1,Columbus,Muscogee County,32.48,-84.87,Georgia,13215,1423.0
22520,30662,1,Royston,Franklin County,34.3,-83.1,Georgia,13119,60.0
22521,30052,1,Loganville,Walton County,33.8,-83.9,Georgia,13297,541.0
22522,31601,1,Valdosta,Lowndes County,30.8,-83.4,Georgia,13185,675.0
22523,31768,1,Moultrie,Colquitt County,31.2,-83.8,Georgia,13071,205.0
22524,31904,1,Columbus,Muscogee County,32.54,-85.01,Georgia,13215,1423.0
22525,31558,1,Saint Marys,Camden County,30.8,-81.5,Georgia,13039,221.0
22526,30344,1,Atlanta,Fulton County,33.68,-84.44,Georgia,13121,3344.0
22527,30161,1,Rome,Floyd County,34.3,-85.2,Georgia,13115,379.0
22528,30473,1,Uvalda,Montgomery County,32.0,-82.5,Georgia,13209,43.0
22529,30179,1,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22530,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22531,30512,1,Blairsville,Union County,34.9,-84.0,Georgia,13291,72.0
22532,30525,1,Clayton,Rabun County,34.9,-83.4,Georgia,13241,69.0
22533,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22534,31206,1,Macon,Bibb County,32.8,-83.69,Georgia,13021,854.0
22535,31635,1,Lakeland,Lanier County,31.1,-83.1,Georgia,13173,17.0
22536,30046,1,Lawrenceville,Gwinnett County,33.95,-84.0,Georgia,13135,1436.0
22537,30078,1,Snellville,Gwinnett County,33.86,-84.01,Georgia,13135,1436.0
22538,30013,1,Conyers,Rockdale County,33.64,-83.97,Georgia,13247,294.0
22539,30043,1,Lawrenceville,Gwinnett County,34.01,-84.01,Georgia,13135,1436.0
22540,31206,1,Macon,Bibb County,32.8,-83.69,Georgia,13021,854.0
22541,30701,1,Calhoun,Gordon County,34.5,-85.0,Georgia,13129,207.0
22542,31705,1,Albany,Dougherty County,31.5,-84.0,Georgia,13095,669.0
22543,30161,1,Rome,Floyd County,34.3,-85.2,Georgia,13115,379.0
22544,30067,1,Marietta,Cobb County,33.93,-84.46,Georgia,13067,1490.0
22545,31408,1,Savannah,Chatham County,32.12,-81.18,Georgia,13051,1144.0
22546,30830,1,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22547,31907,1,Columbus,Muscogee County,32.48,-84.87,Georgia,13215,1423.0
22548,30157,1,Dallas,Paulding County,33.9,-84.9,Georgia,13223,314.0
22549,30830,1,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22550,31750,1,Fitzgerald,Ben Hill County,31.7,-83.2,Georgia,13017,195.0
22551,31768,1,Moultrie,Colquitt County,31.2,-83.8,Georgia,13071,205.0
22552,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22553,31079,1,Rochelle,Wilcox County,31.9,-83.4,Georgia,13315,26.0
22554,30096,1,Duluth,Gwinnett County,33.98,-84.15,Georgia,13135,1436.0
22555,30458,1,Statesboro,Bulloch County,32.4,-81.9,Georgia,13031,591.0
22556,30734,1,Ranger,Gordon County,34.5,-84.7,Georgia,13129,207.0
22557,30252,1,Mcdonough,Henry County,33.5,-84.0,Georgia,13151,847.0
22558,30224,1,Griffin,Spalding County,33.2,-84.2,Georgia,13255,262.0
22559,31903,1,Columbus,Muscogee County,32.41,-84.95,Georgia,13215,1423.0
22560,30286,1,Thomaston,Upson County,32.9,-84.3,Georgia,13293,87.0
22561,30120,1,Cartersville,Bartow County,34.2,-84.8,Georgia,13015,295.0
22562,31789,1,Sumner,Worth County,31.5,-83.7,Georgia,13321,129.0
22563,30144,1,Kennesaw,Cobb County,34.03,-84.6,Georgia,13067,1490.0
22564,30116,3,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22565,30035,1,Decatur,DeKalb County,33.73,-84.2,Georgia,13089,2707.0
22566,30102,1,Acworth,Cherokee County,34.11,-84.63,Georgia,13057,466.0
22567,30052,1,Loganville,Walton County,33.8,-83.9,Georgia,13297,541.0
22568,31768,1,Moultrie,Colquitt County,31.2,-83.8,Georgia,13071,205.0
22569,30115,1,Canton,Cherokee County,34.2,-84.4,Georgia,13057,466.0
22570,31003,1,Allentown,Wilkinson County,32.6,-83.22,Georgia,13319,31.0
22571,30125,1,Cedartown,Polk County,34.0,-85.3,Georgia,13233,233.0
22572,31419,1,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1144.0
22573,30040,2,Cumming,Forsyth County,34.2,-84.2,Georgia,13117,155.0
22574,30179,1,Temple,Carroll County,33.8,-85.0,Georgia,13045,518.0
22575,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22576,31909,1,Columbus,Muscogee County,32.54,-84.92,Georgia,13215,1423.0
22577,31037,1,Helena,Telfair County,32.1,-82.9,Georgia,13271,80.0
22578,30830,3,Waynesboro,Burke County,33.1,-82.0,Georgia,13033,123.0
22579,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22580,31047,1,Kathleen,Houston County,32.48,-83.64,Georgia,13153,671.0
22581,31566,1,Waynesville,Brantley County,31.2,-81.8,Georgia,13025,45.0
22582,30173,1,Silver Creek,Floyd County,34.14,-85.13,Georgia,13115,379.0
22583,30534,1,Dawsonville,Dawson County,34.5,-84.1,Georgia,13085,92.0
22584,30016,1,Covington,Newton County,33.5,-83.9,Georgia,13217,619.0
22585,31068,1,Oglethorpe,Macon County,32.3,-84.1,Georgia,13193,34.0
22586,30223,1,Griffin,Spalding County,33.3,-84.3,Georgia,13255,262.0
22587,30315,1,Atlanta,Fulton County,33.7,-84.38,Georgia,13121,3344.0
22588,31906,1,Columbus,Muscogee County,32.47,-84.95,Georgia,13215,1423.0
22589,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22590,30904,1,Augusta,Richmond County,33.48,-82.02,Georgia,13245,1156.0
22591,30710,1,Cohutta,Whitfield County,34.94,-84.91,Georgia,13313,286.0
22592,30180,1,Villa Rica,Carroll County,33.7,-84.9,Georgia,13045,518.0
22593,30336,1,Atlanta,Fulton County,33.74,-84.57,Georgia,13121,3344.0
22594,31326,1,Rincon,Effingham County,32.3,-81.2,Georgia,13103,192.0
22595,31419,1,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1144.0
22596,31326,1,Rincon,Effingham County,32.3,-81.2,Georgia,13103,192.0
22597,30125,1,Cedartown,Polk County,34.0,-85.3,Georgia,13233,233.0
22598,30127,1,Powder Springs,Cobb County,33.9,-84.7,Georgia,13067,1490.0
22599,30519,1,Buford,Gwinnett County,34.09,-83.94,Georgia,13135,1436.0
22600,30043,1,Lawrenceville,Gwinnett County,34.01,-84.01,Georgia,13135,1436.0
22601,30052,1,Loganville,Walton County,33.8,-83.9,Georgia,13297,541.0
22602,30906,1,Augusta,Richmond County,33.3,-82.0,Georgia,13245,1156.0
22603,31707,1,Albany,Dougherty County,31.59,-84.21,Georgia,13095,669.0
22604,30301,3,Atlanta,Fulton County,,,Georgia,13121,3344.0
22605,30339,1,Atlanta,Cobb County,33.87,-84.45,Georgia,13067,1490.0
22606,31322,1,Pooler,Chatham County,32.11,-81.25,Georgia,13051,1144.0
22607,31605,1,Valdosta,Lowndes County,30.95,-83.23,Georgia,13185,675.0
22608,31601,1,Valdosta,Lowndes County,30.8,-83.4,Georgia,13185,675.0
22609,31503,1,Waycross,Ware County,31.1,-82.4,Georgia,13299,217.0
22610,31503,3,Waycross,Ware County,31.1,-82.4,Georgia,13299,217.0
22611,30622,1,Bogart,Oconee County,33.9,-83.5,Georgia,13219,27.0
22612,30721,2,Dalton,Whitfield County,34.8,-84.9,Georgia,13313,286.0
22613,31404,1,Savannah,Chatham County,32.05,-81.03,Georgia,13051,1144.0
22614,30240,1,Lagrange,Troup County,33.0,-85.1,Georgia,13285,422.0
22615,30553,3,Lavonia,Franklin County,34.4,-83.1,Georgia,13119,60.0
22616,31520,1,Brunswick,Glynn County,31.18,-81.48,Georgia,13127,338.0
22617,30344,1,Atlanta,Fulton County,33.68,-84.44,Georgia,13121,3344.0
22618,31061,1,Milledgeville,Baldwin County,33.1,-83.2,Georgia,13009,179.0
22619,30030,1,Decatur,DeKalb County,33.77,-84.29,Georgia,13089,2707.0
22620,30474,3,Vidalia,Toombs County,32.2,-82.4,Georgia,13279,192.0
22621,30721,1,Dalton,Whitfield County,34.8,-84.9,Georgia,13313,286.0
22622,31326,1,Rincon,Effingham County,32.3,-81.2,Georgia,13103,192.0
22623,30281,1,Stockbridge,Henry County,33.6,-84.2,Georgia,13151,847.0
22624,31558,3,Saint Marys,Camden County,30.8,-81.5,Georgia,13039,221.0
22625,31639,1,Nashville,Berrien County,31.2,-83.2,Georgia,13019,70.0
22626,30044,1,Lawrenceville,Gwinnett County,33.92,-84.07,Georgia,13135,1436.0
22627,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
22628,31707,1,Albany,Dougherty County,31.59,-84.21,Georgia,13095,669.0
22629,30013,1,Conyers,Rockdale County,33.64,-83.97,Georgia,13247,294.0
22630,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22631,30125,3,Cedartown,Polk County,34.0,-85.3,Georgia,13233,233.0
22632,30501,1,Gainesville,Hall County,34.32,-83.81,Georgia,13139,386.0
22633,30014,1,Covington,Newton County,33.6,-83.8,Georgia,13217,619.0
22634,31907,1,Columbus,Muscogee County,32.48,-84.87,Georgia,13215,1423.0
22635,31406,1,Savannah,Chatham County,31.97,-81.08,Georgia,13051,1144.0
22636,30755,1,Tunnel Hill,Whitfield County,34.86,-85.04,Georgia,13313,286.0
22637,30037,1,Decatur,Dekalb County,,,Georgia,NA,11.0
22638,30542,1,Flowery Branch,Hall County,34.17,-83.91,Georgia,13139,386.0
22639,31605,1,Valdosta,Lowndes County,30.95,-83.23,Georgia,13185,675.0
22640,30012,1,Conyers,Rockdale County,33.72,-84.01,Georgia,13247,294.0
22641,31217,1,Macon,Bibb County,32.8,-83.5,Georgia,13021,854.0
22642,39897,1,Whigham,Grady County,30.9,-84.3,Georgia,13131,162.0
22643,30076,1,Roswell,Fulton County,34.02,-84.31,Georgia,13121,3344.0
22644,31023,1,Eastman,Dodge County,32.2,-83.2,Georgia,13091,181.0
22645,31705,1,Albany,Dougherty County,31.5,-84.0,Georgia,13095,669.0
22646,30116,1,Carrollton,Carroll County,33.6,-85.0,Georgia,13045,518.0
22647,31620,1,Adel,Cook County,31.1,-83.4,Georgia,13075,124.0
22648,30728,1,La Fayette,Walker County,34.7,-85.2,Georgia,13295,298.0
22649,31419,1,Savannah,Chatham County,32.0,-81.2,Georgia,13051,1144.0
22650,30139,1,Fairmount,Gordon County,34.4,-84.7,Georgia,13129,207.0
22651,30134,1,Douglasville,Douglas County,33.8,-84.8,Georgia,13097,550.0
22652,30316,1,Atlanta,DeKalb County,33.74,-84.34,Georgia,13089,2707.0
22653,30707,1,Chickamauga,Walker County,34.8,-85.3,Georgia,13295,298.0
22654,31901,2,Columbus,Muscogee County,32.47,-84.98,Georgia,13215,1423.0
22655,31021,1,Dublin,Laurens County,32.5,-82.9,Georgia,13175,193.0
22656,31744,1,Doerun,Colquitt County,31.3,-83.9,Georgia,13071,205.0
22657,30401,1,Swainsboro,Emanuel County,32.6,-82.4,Georgia,13107,248.0
22658,30188,1,Woodstock,Cherokee County,34.12,-84.45,Georgia,13057,466.0
